qx_rel,qy_rel,qz_rel,qw_rel,x_rel,y_rel,z_rel,qx_meas,qy_meas,qz_meas,qw_meas,x_meas,y_meas,z_meas,qx_err,qy_err,qz_err,qw_err,x_err,y_err,z_err
0.06712379118865078,-0.06246055722940792,-0.4814634091891149,0.8716570776739264,-35.82229390645716,-5.607818829115672,2.505543059147179,0.06800111868610509,-0.23497011963934514,0.7627353672696616,-0.5986648897756779,-3.745761463645196,0.29556772051093627,-0.7637738239024303,-0.2602287043631409,0.15826857047850199,-0.38813313996048504,0.8698188010663984,11.805981883820142,29.188308435887627,-9.11612755512321
0.06712379118865078,-0.06246055722940792,-0.4814634091891149,0.8716570776739264,-35.82229390645716,-5.607818829115672,2.505543059147179,-0.38661478182626985,0.15584909793113333,-0.4348480262427855,0.7982150482296304,-5.325387304866273,0.5522579580844759,-2.0061804815744133,-0.49277121917143785,-0.029625593051208748,0.018959970999156223,0.8694477381029697,10.698434398647262,27.790971315433108,-10.07814081866677
0.06712379118865078,-0.06246055722940792,-0.4814634091891149,0.8716570776739264,-35.82229390645716,-5.607818829115672,2.505543059147179,-0.16066773817911073,-0.1832851394569253,0.8270472038305146,-0.5065425531964627,-3.7519013795299516,-0.3845121797031057,-0.7547245118682442,-0.033856802734153466,0.21324181233048148,-0.49935803411231616,0.8390609037192206,12.37965908572735,28.826152655271073,-9.067486853355692
0.06712379118865078,-0.06246055722940792,-0.4814634091891149,0.8716570776739264,-35.82229390645716,-5.607818829115672,2.505543059147179,-0.35218323970283794,0.10639961329965102,-0.6253636679278299,0.6881615877088381,-3.633971949732762,-0.49989668016108246,-0.8645491680388795,-0.44346311196798227,-0.07581319128297426,-0.1989224272051103,0.8706449886756321,12.53494911190187,28.843839199147386,-9.18936622978031
0.06712379118865078,-0.06246055722940792,-0.4814634091891149,0.8716570776739264,-35.82229390645716,-5.607818829115672,2.505543059147179,-0.33222722006615607,0.29365341915151455,-0.5375205951087993,0.7172617050293574,-2.647214318304676,-0.4818836169191145,-0.19610842574411103,-0.5126907448801111,0.10472997677785846,-0.12215839883470457,0.8433606332243208,13.070843140808327,29.79171462986856,-8.704414812413518
0.06712379118865078,-0.06246055722940792,-0.4814634091891149,0.8716570776739264,-35.82229390645716,-5.607818829115672,2.505543059147179,-0.09553232758242072,0.2964186796961444,-0.5661803908627716,0.7631836644716388,-4.109425117493286,-0.7541631376337712,-0.941873270824482,-0.31257790119595924,0.22204482260619987,-0.1399998791478873,0.9129026159872077,12.495759245172763,28.300965489626954,-9.16842696384027
0.06712379118865078,-0.06246055722940792,-0.4814634091891149,0.8716570776739264,-35.82229390645716,-5.607818829115672,2.505543059147179,-0.032584107133896194,-0.06119432591550594,0.8005415213535358,-0.5952535619607833,-3.9277701579362874,-0.31732547818327295,-0.8465954447967068,-0.0910186064817392,0.05247300985948561,-0.41734769042914793,0.9026533674694094,12.225676218775082,28.699169757434873,-9.131116789224576
0.06712379118865078,-0.06246055722940792,-0.4814634091891149,0.8716570776739264,-35.82229390645716,-5.607818829115672,2.505543059147179,-0.3918722514410153,0.37626237921708167,0.785490052543018,-0.29642560262638845,-5.870526772226325,-0.5404067611611614,-3.0887981471923998,0.45377543272638377,-0.17350977771214748,-0.5411802843431832,0.6863717021632636,11.288655157870007,26.56994059225645,-10.98581789004574
0.06712379118865078,-0.06246055722940792,-0.4814634091891149,0.8716570776739264,-35.82229390645716,-5.607818829115672,2.505543059147179,-0.15214688203267,0.2417760872429954,0.9087966767346513,-0.3041122330345464,-5.384065917439491,-0.11166876793496738,-2.291041084382596,0.1718491329290086,-0.1794995399631814,-0.6390143943873444,0.7279480712456965,11.217640619488236,27.341607020346082,-10.310270245215044
0.06712379118865078,-0.06246055722940792,-0.4814634091891149,0.8716570776739264,-35.82229390645716,-5.607818829115672,2.505543059147179,-0.07710621630270167,-0.3591884090017459,0.8834185464134658,-0.2908779642719517,-3.192218397045594,-0.31495804553997303,-0.35163262836748244,-0.18042954317723708,0.30908293838812395,-0.658917117192681,0.6616200947800055,12.6343733066944,29.399319016397243,-8.772246488370655
0.06712379118865078,-0.06246055722940792,-0.4814634091891149,0.8716570776739264,-35.82229390645716,-5.607818829115672,2.505543059147179,0.6115644454721716,-0.605573925241167,-0.296690967501127,0.41381592514736104,-2.7900320862781154,0.5564691802524004,-1.6057148434376314,0.7783277870070122,-0.2274747444103594,-0.05692579394479213,0.5824264336480305,12.052732768275511,29.97091047540289,-10.124592201801871
0.06712379118865078,-0.06246055722940792,-0.4814634091891149,0.8716570776739264,-35.82229390645716,-5.607818829115672,2.505543059147179,-0.5636750056071038,0.5042864131006103,0.626182916993554,-0.18936910012300284,-2.813290928438697,0.8283442221809596,-1.3404279188000965,0.6823038579472998,-0.19837960313011613,-0.4560003180299104,0.5358830921467753,11.821702438305834,30.14196239325698,-9.87519213648815
0.06712379118865078,-0.06246055722940792,-0.4814634091891149,0.8716570776739264,-35.82229390645716,-5.607818829115672,2.505543059147179,-0.5705165527327495,0.5932144808021557,0.3930857249191447,-0.4099890921589977,-6.141865494951028,0.2218341487635745,-3.8376484221311267,0.730833481797907,-0.24317401325681348,-0.14105718506997794,0.6219740281554027,10.465918787044421,26.613788044287908,-11.71834427630064
0.06712379118865078,-0.06246055722940792,-0.4814634091891149,0.8716570776739264,-35.82229390645716,-5.607818829115672,2.505543059147179,-0.5318639849797082,0.39305079059068637,0.6729869827852369,-0.33124054476945336,-5.548466556457521,0.9284068141196131,-2.9266255863544317,0.5885733173764668,-0.11101642477234927,-0.4339711264587546,0.6729976708008326,10.220914299402216,27.64090487635811,-10.965792847324906
0.06712379118865078,-0.06246055722940792,-0.4814634091891149,0.8716570776739264,-35.82229390645716,-5.607818829115672,2.505543059147179,-0.558439026505994,0.2719386937710164,0.6548138998717404,-0.43059720974469096,-5.389164486202348,0.7213303944660845,-2.573717210595987,0.5478925022358463,0.014772420586582317,-0.3800832264688812,0.7450720250692288,10.496280302929677,27.726593372812577,-10.634683861458832
0.06712379118865078,-0.06246055722940792,-0.4814634091891149,0.8716570776739264,-35.82229390645716,-5.607818829115672,2.505543059147179,-0.3159845608938732,0.36402237683718625,0.8651682833593206,-0.13829428009718275,-3.026558642286549,0.8672853473511601,-0.9668637835212895,-0.3873719040563274,0.21460311466147353,0.6828484317407143,-0.5810391814625044,11.692492592579626,30.051464371972678,-9.473116750425973
0.06712379118865078,-0.06246055722940792,-0.4814634091891149,0.8716570776739264,-35.82229390645716,-5.607818829115672,2.505543059147179,-0.11493210310755853,0.6171670426562418,0.7342625023270097,-0.2583680142949203,-7.71694315938058,2.1842099324307953,-4.769454847112783,0.33411964383272796,-0.5157710913916974,-0.48138249353992263,0.6249921117926169,7.928564451789416,26.17479258271129,-12.472776208964717
0.06712379118865078,-0.06246055722940792,-0.4814634091891149,0.8716570776739264,-35.82229390645716,-5.607818829115672,2.505543059147179,0.006918097266195964,0.018995247241694553,-0.6373567573070154,0.7703036313217851,-3.9987875473787984,-0.1479488423799628,-0.9919944711547957,-0.09463066636528765,0.02521994455331722,-0.18639065728266332,0.977582484631208,12.038118083011499,28.7037230395758,-9.27138084219536
0.06712379118865078,-0.06246055722940792,-0.4814634091891149,0.8716570776739264,-35.82229390645716,-5.607818829115672,2.505543059147179,-0.23399337088818065,0.23424714332785207,-0.6011179101762771,0.7273462973635269,-2.310354324698691,-0.06766906958360173,0.20043409972145915,-0.40311180669915675,0.09660507628078646,-0.17488625293360152,0.8930750971062678,12.915309023736953,30.360329615325885,-8.396550462805774
0.06712379118865078,-0.06246055722940792,-0.4814634091891149,0.8716570776739264,-35.82229390645716,-5.607818829115672,2.505543059147179,0.24288107315047347,-0.3609905681210859,0.8245291736112542,-0.3617267420261215,-4.227396005646375,0.171938223591309,-1.412544843299576,-0.4612937779921168,0.16496976396303567,-0.5536090678622924,0.673431531296526,11.62749186357658,28.607953771371974,-9.663384072869025
0.06712379118865078,-0.06246055722940792,-0.4814634091891149,0.8716570776739264,-35.82229390645716,-5.607818829115672,2.505543059147179,-0.06726196306182902,-0.36654730935564145,0.7311805889105254,-0.5713963989470587,-3.8961338373379,0.27752950947391347,-0.961049103303307,-0.20187399061792616,0.3384978548525651,-0.39103754189335,0.8317185431395717,11.733058997591128,29.018892751416033,-9.282966825707625
0.05600715241403115,-0.07624233073768395,-0.5136549607443834,0.8527654350317228,-19.34956392354343,-11.931432301346376,1.9796618299742974,-0.1113809017937908,-0.0016410690057011574,0.7401540960774657,-0.6631466773405941,-2.9562395686397864,0.007538916831788579,1.8498722566034982,0.0005668095160427257,0.06771672469564513,-0.29913310036920826,0.9518053961745393,-3.018295936431279,19.762958214054752,-3.4076875966801485
-0.009914135672227925,0.09759970325319695,0.7894739788929364,-0.6058934266764378,-27.763905066056395,17.86323783811622,2.114018471056454,0.2581555097078446,-0.42458615697773006,-0.5470554023042353,0.6736562290368261,-2.719269890049013,-0.021956790658694034,1.147856854341589,0.4315432849452937,0.006878162421561914,0.17939029488390756,0.884048757819269,10.394174402413455,28.163493170455816,-6.842966988666567
